Tue,26,31,35,31,51,34,33,42,39
Wed,24,32,35,41,49,35,34,37,40
Thur,25,38,45,56,45,42,47,49,52
Sat,5,11,13,14,15,12,13,2,4
Fri,20,30,30,44,50,50,52,56,37
Sun,28,30,38,31,47,32,31,41,37
Mon,8,13,18,20,21,17,14,16,4
Tue,26,31,30,33,46,34,32,41,40
Wed,24,36,34,43,48,38,32,37,39
Thur,29,34,45,56,47,43,45,56,52
Fri,20,24,31,42,49,48,50,53,39
Sat,2,10,11,13,17,14,14,5,2
Sun,28,30,32,36,49,34,32,43,37
Mon,4,16,16,17,22,15,14,19,4
Tue,29,30,33,35,47,32,33,34,38
Wed,26,32,37,42,43,33,32,41,39
Thur,27,38,46,56,45,45,47,50,45
Fri,22,30,32,44,48,51,51,58,39
Sat,4,10,14,17,16,13,12,5,1
Sun,28,31,36,37,45,35,31,43,39
Mon,7,14,17,19,22,17,12,18,5
Tue,29,29,35,37,45,35,32,37,39
Wed,24,36,35,39,49,36,32,38,41
Thur,28,40,47,50,47,45,46,50,51
Fri,21,25,32,47,52,48,50,56,40
Sat,7,12,12,13,15,14,12,6,1
Sun,24,29,34,37,44,32,31,40,38
Mon,8,16,18,18,21,15,12,16,6
Tue,24,29,30,30,50,33,31,43,38
Wed,25,35,36,36,49,36,31,34,42
Thur,25,36,43,49,48,42,47,54,46
Fri,21,25,34,43,49,51,51,58,39
Sat,6,8,12,13,16,13,12,6,3
Sun,26,28,29,29,45,35,31,43,38
Mon,4,15,18,19,23,15,12,18,6
Tue,29,34,37,33,49,34,32,42,38
Wed,24,35,34,44,48,36,33,43,41
Thur,28,37,44,58,48,45,46,54,52
Fri,24,30,26,43,52,48,51,58,39
Sat,3,8,14,16,15,13,13,5,4
Sun,27,34,31,29,51,33,33,34,38
Mon,6,15,17,20,23,18,14,17,4
Tue,28,28,35,38,51,33,31,42,39
Wed,24,36,36,45,50,33,32,39,39
Thur,26,36,43,56,48,42,46,49,51
Fri,24,25,30,48,50,51,51,52,37
Sat,7,10,11,16,15,14,14,5,3
Sun,25,31,37,35,46,33,32,41,39
Mon,4,12,17,19,22,16,12,15,7
Tue,29,29,34,38,47,33,33,39,37
Wed,25,34,36,36,45,36,31,43,39
Thur,28,39,43,57,48,45,47,51,50
Fri,19,26,34,46,47,50,51,55,38
Sun,27,29,30,38,51,35,31,37,39
Sat,7,10,14,17,16,11,14,2,4
Mon,5,15,17,21,22,18,14,15,7
Tue,24,32,30,35,47,33,31,38,38
Wed,26,36,34,36,47,37,31,38,39
Thur,27,36,39,58,47,44,45,51,48
Fri,23,26,32,43,46,48,52,56,39
Sat,5,11,12,16,15,12,12,5,1
Sun,29,32,38,34,45,34,32,39,40
Mon,5,16,16,17,22,17,14,15,5
Tue,26,32,34,38,44,32,31,34,38
Wed,24,35,35,41,50,34,34,35,40
Thur,29,35,44,49,44,44,46,56,44
Fri,21,29,31,39,51,48,50,59,37
Sat,5,12,13,16,17,13,14,5,2
Sun,24,31,38,36,45,32,32,35,38
Mon,7,14,18,20,21,16,12,17,7
Tue,28,28,35,30,45,32,32,35,39
Wed,26,36,36,45,47,33,34,36,40
Thur,24,36,43,58,45,42,47,52,45
Fri,22,30,34,42,51,50,50,55,37
Sat,2,9,11,13,17,14,13,5,2
Sun,26,33,35,36,50,34,32,35,37
Mon,4,15,16,20,21,17,14,17,5
Tue,24,31,30,38,50,32,33,40,40
Wed,26,32,35,45,49,34,31,36,39
Thur,26,38,41,49,51,42,45,55,50
Fri,22,28,27,47,50,51,50,54,40
Sat,4,13,14,16,17,11,13,2,3
Sun,24,28,32,37,47,32,32,35,40
Mon,7,15,18,17,22,17,14,18,7
Tue,27,30,38,37,44,35,32,37,38
Wed,24,36,37,40,50,35,33,34,42
Thur,28,39,47,50,49,44,45,54,48
Fri,23,28,26,44,48,50,52,54,39
Sat,2,11,11,15,15,12,13,4,1
Sun,27,32,34,37,44,35,33,42,38
Mon,4,13,15,19,22,18,13,16,6
Tue,29,31,33,36,44,34,31,37,40
Wed,26,36,37,42,49,34,32,41,39
Thur,27,39,42,55,44,45,46,50,53
Fri,20,30,33,41,47,48,52,55,38
Sat,7,8,11,13,16,14,13,6,2
Sun,28,28,29,32,50,33,33,43,39
Mon,7,12,17,20,22,18,12,15,6
Tue,27,28,29,35,48,32,31,43,39
Wed,26,35,38,37,45,36,31,35,42
Thur,26,34,47,53,45,43,47,55,52
Fri,22,30,26,40,51,51,52,51,40
Sat,7,10,14,16,16,11,14,5,1
Sun,29,32,35,36,49,32,32,34,38
Mon,9,14,17,17,23,15,12,19,6
Tue,29,28,34,37,48,32,32,41,38
Wed,25,34,38,45,47,35,31,36,41
Thur,27,36,48,58,45,44,45,58,50
Fri,24,24,32,47,48,50,52,59,38
Sat,2,12,14,14,16,12,14,6,4
Sun,27,34,38,35,44,32,33,36,39
Mon,7,16,16,19,21,15,14,16,7
Tue,28,32,32,31,49,35,32,35,40
Wed,25,35,37,43,47,38,34,41,39
Thur,27,35,44,55,48,42,45,58,51
Fri,22,26,29,44,51,51,51,55,38
Sat,6,12,11,14,16,11,12,3,2
Sun,28,30,29,32,49,32,31,34,38
Mon,5,17,17,19,23,15,12,17,5
Tue,28,28,32,31,50,34,31,38,38
Wed,24,35,37,43,47,37,32,35,39
Thur,25,39,45,57,47,44,45,51,52
Fri,19,27,30,42,47,50,52,56,39
Sat,2,10,13,13,15,13,12,2,3
Sun,29,34,30,31,46,34,32,40,39
Mon,8,12,15,17,22,17,14,15,6
Tue,25,32,34,38,47,32,33,36,37
Wed,24,33,37,44,47,37,31,42,41
Thur,24,36,45,51,51,42,47,54,51
Fri,21,27,34,45,47,51,51,58,39
Sat,4,8,14,15,17,13,13,2,1
Sun,24,33,30,29,50,34,31,37,37
Tue,26,33,32,30,44,35,31,42,40
Mon,9,12,17,21,21,18,14,16,6
Wed,24,34,37,37,49,34,31,41,42
Fri,21,24,28,45,50,48,52,51,39
Thur,24,39,44,53,51,43,47,57,48
Mon,7,17,15,19,23,17,12,15,5
Sun,27,34,33,33,47,34,33,41,37
Sat,3,12,11,16,17,12,13,3,4
Tue,29,30,34,32,49,35,33,36,39
Wed,24,34,37,40,46,33,32,34,39
Thur,24,34,47,54,46,43,46,56,52
Fri,20,25,33,46,51,48,52,58,39
Sat,5,9,13,13,17,11,13,5,3
Sun,28,34,37,30,49,33,32,35,37
Mon,7,17,16,17,23,15,13,17,4
Tue,28,33,38,31,48,33,32,39,38
Wed,24,35,34,40,50,35,34,35,39
Thur,28,38,43,51,50,45,47,52,47
Fri,19,28,31,44,52,51,50,50,37
Sat,5,8,14,16,17,14,13,6,3
Sun,24,33,32,31,50,34,32,42,37
Mon,8,13,18,20,23,15,12,15,6
Tue,27,31,35,35,45,34,32,34,39
Wed,25,36,37,39,43,38,31,39,41
Thur,29,35,45,53,47,44,46,52,47
Fri,21,26,33,41,51,51,50,56,38
Sat,6,9,13,15,16,11,14,4,2
Sun,28,31,38,29,50,33,33,38,37
Mon,4,12,16,21,23,18,13,17,4
Tue,28,30,29,36,45,35,33,38,39
Wed,25,36,37,44,43,35,32,42,39
Thur,27,40,40,53,49,44,46,49,48
Fri,19,24,32,44,49,51,51,51,39
Sat,3,8,11,16,17,13,12,3,1
Sun,25,31,38,37,49,33,32,37,38
Mon,7,14,16,18,23,16,14,15,7
Tue,28,30,30,30,45,35,31,35,40
Wed,24,32,38,43,47,35,34,36,41
Thur,26,38,39,52,49,44,45,58,53
Fri,24,25,35,39,46,51,50,50,38
Sat,3,11,13,17,15,11,14,3,1
Sun,29,32,31,30,49,32,31,36,39
Mon,8,17,15,20,21,15,12,17,5
Tue,26,28,37,33,46,33,33,40,39
Wed,25,35,34,42,45,36,33,43,39
Thur,27,35,42,54,48,42,46,58,49
Fri,23,28,27,47,47,50,52,53,37
Sat,4,10,14,16,16,13,14,2,3
Sun,24,32,34,38,48,34,33,35,40
Mon,9,13,17,19,22,17,13,19,6
Tue,28,29,36,37,45,33,33,36,39
Wed,26,33,35,44,46,34,32,38,41
Thur,28,34,42,56,44,43,47,53,53
Fri,21,25,28,47,45,50,50,53,37
Sat,4,10,14,16,17,11,14,3,3
Sun,28,28,31,35,47,33,33,41,38
Mon,9,16,17,21,22,15,13,16,6
Tue,25,33,30,31,46,34,31,40,39
Wed,24,35,37,42,50,34,31,34,41
Thur,28,38,41,58,47,44,46,55,52
Fri,21,29,34,41,51,48,52,58,37
Sat,6,10,13,13,15,12,12,6,4
Sun,24,28,32,37,49,34,31,35,39
Mon,5,15,16,17,23,16,12,16,5
Tue,28,31,35,36,49,33,33,37,39
Wed,24,33,34,45,49,38,32,35,41
Thur,24,36,47,55,46,45,46,58,47
Fri,24,28,31,44,47,51,50,57,40
Sat,3,8,11,16,16,13,12,6,4
Sun,28,34,29,31,49,32,31,40,39
Mon,8,14,17,20,23,15,12,16,7
Tue,24,33,38,34,44,32,33,36,40
Wed,26,34,36,41,46,35,34,40,42
Thur,26,38,47,51,49,42,45,50,44
Fri,23,26,31,40,48,49,50,59,37
Sat,4,12,13,16,16,13,13,5,4
Sun,27,28,37,35,47,35,32,43,39
Mon,7,14,18,21,21,15,12,15,5
Tue,28,32,29,36,45,34,33,38,39
Wed,26,33,35,42,44,33,34,37,39
Thur,28,35,46,53,49,45,45,53,46
Fri,22,25,30,43,45,49,50,56,40
Sat,3,8,14,13,17,14,13,3,1
Sun,24,29,35,38,48,35,33,37,39
Mon,8,17,15,18,22,17,12,16,4
Tue,27,34,37,34,49,34,31,40,38
Wed,24,32,36,44,44,35,31,36,40
Thur,25,38,43,54,46,45,46,58,46
Fri,20,26,33,41,49,49,52,52,37
Sat,4,12,14,13,15,14,14,4,1
Sun,26,29,37,30,48,32,32,40,39
Mon,7,12,15,19,21,16,14,19,5
Tue,26,32,32,36,46,33,33,38,37
Wed,25,33,34,40,43,33,32,43,41
Thur,29,37,44,51,45,45,47,51,44
Fri,22,28,27,39,48,51,50,58,39
Sat,5,8,14,15,17,14,12,6,3
Sun,26,32,38,33,47,34,32,41,39
Mon,4,13,15,20,23,17,14,17,5
Tue,28,29,33,32,47,33,33,41,40
Wed,25,35,35,41,47,38,34,39,41
Thur,25,35,41,56,46,42,47,54,47
Fri,24,29,28,46,45,51,50,55,40
Sat,5,10,12,13,17,13,13,3,1
Sun,25,31,33,34,49,32,32,37,38
Mon,7,13,15,17,21,15,14,17,5
Tue,29,33,35,34,47,32,33,41,37
Wed,26,32,36,36,44,37,31,39,42
Thur,25,38,45,55,49,44,47,56,51
Fri,20,27,29,40,52,48,51,50,39
Sat,4,11,13,16,17,14,12,3,2
Sun,25,33,35,36,45,32,33,35,40
Mon,6,16,16,18,22,16,13,17,4
Tue,27,32,34,33,48,32,33,38,37
Wed,25,33,34,36,44,36,31,42,40
Thur,27,36,43,55,48,45,45,52,47
Fri,19,28,35,47,47,49,51,58,37
Sat,2,9,13,13,15,11,12,3,3
Sun,24,33,31,37,47,32,33,37,40
Mon,5,15,16,18,22,16,13,19,4
Tue,28,30,35,35,47,32,33,37,37
Wed,24,33,34,36,45,37,31,35,39
Thur,27,37,48,57,45,42,46,51,52
Fri,21,26,31,43,48,48,50,59,40
Sat,2,12,14,15,16,14,12,3,1
Sun,29,29,38,30,44,34,33,35,39
Mon,6,14,18,18,23,18,12,17,5
Tue,26,30,36,37,45,33,33,41,38
Wed,25,34,38,41,44,37,31,39,41
Thur,28,36,46,56,50,45,46,56,47
Fri,19,28,34,43,50,50,51,52,37
Sat,4,10,11,14,15,12,13,4,3
Sun,28,29,35,33,45,33,33,40,38
Mon,9,12,16,18,21,15,12,16,6
Tue,26,28,32,34,51,34,32,38,37
Wed,24,32,38,45,46,34,32,36,41
Thur,24,39,45,49,46,42,45,50,49
Fri,22,30,34,48,50,48,50,52,38
Sun,24,34,31,32,48,32,33,40,38
Tue,26,32,29,38,49,34,33,35,37
Mon,9,15,15,20,23,18,12,16,7
Wed,24,36,36,38,46,36,33,34,41
Sat,5,8,12,16,15,14,14,2,4
Thur,29,36,41,58,51,42,47,49,53
Fri,23,26,33,48,48,48,51,52,40
Sat,3,11,11,13,15,13,12,3,3
Sun,28,33,38,29,44,35,33,35,40
Mon,8,14,16,18,22,15,13,16,6
Tue,26,33,33,36,47,34,31,42,37
Wed,26,34,37,40,45,33,34,39,41
Thur,26,38,43,50,51,42,45,51,52
Fri,22,30,27,39,46,48,52,56,38
Sat,5,13,14,13,15,11,14,4,3
Mon,9,15,15,18,21,16,14,15,4
Sun,24,29,33,31,50,32,33,35,39
Tue,27,28,32,33,48,35,32,36,40
Wed,25,33,35,36,49,34,34,40,41
Thur,28,34,43,54,45,45,46,56,49
Fri,19,28,27,41,52,49,52,56,39
Sat,2,12,13,13,17,13,13,4,2
Sun,26,29,33,36,51,32,31,39,40
Mon,9,14,17,21,21,17,12,17,4
Tue,26,33,29,37,50,35,31,40,37
Wed,24,36,38,43,43,38,31,35,40
Thur,24,36,43,51,48,44,46,56,52
Fri,21,26,29,41,52,50,51,50,38
Sat,2,11,14,17,16,14,13,2,3
Sun,24,33,34,30,44,34,33,42,39
Mon,9,15,17,18,22,16,12,19,4
Tue,27,33,33,33,45,33,33,36,37
Wed,24,34,38,36,50,35,34,37,41
Thur,27,35,39,56,50,45,46,50,52
Fri,23,25,26,41,46,50,50,55,40
Sat,2,11,13,13,16,14,14,4,2
Sun,29,33,36,34,49,34,32,41,40
Mon,7,12,18,18,21,15,12,18,4
Tue,29,29,30,36,44,35,31,41,37
Wed,25,34,34,41,43,35,32,34,40
Thur,26,39,44,49,48,43,45,52,44
Fri,20,28,26,46,50,51,50,51,37
Sat,2,13,11,14,16,13,12,2,1
Sun,25,33,33,35,48,34,31,34,40
Mon,6,17,18,20,21,17,14,16,6
Tue,26,33,32,32,45,32,33,36,40
Wed,26,33,34,43,43,36,34,36,39
Thur,26,39,44,51,44,45,46,53,46
Fri,19,28,35,39,50,48,50,59,40
Sat,3,10,13,17,17,11,12,4,1
Sun,24,28,38,29,44,35,33,40,38
Mon,4,16,17,21,22,16,14,19,6
Tue,29,34,30,34,48,35,32,37,37
Wed,25,33,35,41,46,33,33,39,41
Thur,26,34,40,49,48,44,47,51,51
Fri,22,24,28,43,46,51,50,55,40
Sat,3,11,12,17,16,12,13,4,3
Sun,25,32,30,37,47,34,33,37,37
Mon,4,13,16,19,23,17,12,17,7
Tue,28,33,31,32,50,33,33,40,37
Wed,26,33,34,41,47,37,31,39,42
Thur,24,34,39,55,49,43,46,56,47
Fri,19,24,27,46,49,51,52,50,40
Sat,7,8,12,14,15,14,14,6,3
Sun,28,28,29,33,44,32,32,42,38
Mon,7,15,16,17,22,17,14,16,4
Tue,29,29,31,31,46,35,31,35,39
Wed,25,35,35,41,46,38,34,42,40
Thur,25,40,44,49,50,43,45,53,53
Fri,24,30,28,41,50,51,52,55,40
Sat,4,8,11,16,17,11,12,2,4
Sun,27,29,38,34,47,33,32,37,40
Mon,9,14,18,20,23,16,12,18,5
Tue,25,31,38,31,48,35,31,40,39
Wed,26,32,38,43,48,37,31,39,39
Thur,24,39,43,57,51,44,47,55,49
Fri,24,25,34,40,49,48,50,53,37
Sat,5,10,13,17,16,13,12,3,4
Sun,28,29,36,36,49,32,31,35,37
Mon,7,13,15,21,21,17,13,17,4
Tue,24,34,38,32,49,35,32,34,39
Wed,24,33,38,36,48,33,32,43,39
Thur,25,36,48,54,44,44,46,49,44
Fri,20,30,33,42,45,50,51,52,39
Sat,4,13,14,15,15,12,13,3,4
Sun,28,32,38,30,44,33,33,42,40
Mon,9,16,17,21,21,15,14,18,7
Tue,27,28,31,34,44,33,31,35,37
Wed,26,34,36,43,45,33,32,41,39
Thur,29,36,47,57,44,42,46,55,53
Fri,22,27,29,41,45,50,52,58,38
Sat,4,13,12,13,15,11,14,6,3
Sun,25,30,37,32,51,34,32,42,37
Mon,8,15,15,21,21,17,14,19,4
Tue,27,33,36,32,45,33,32,38,37
Wed,24,35,38,40,44,37,33,38,41
Thur,29,37,45,53,44,42,45,58,45
Fri,23,28,31,44,50,49,50,59,40
Sat,4,8,13,14,15,11,12,5,1
Sun,29,29,36,29,45,35,32,35,37
Mon,8,12,15,18,22,16,13,16,6
Tue,28,31,31,38,49,33,33,36,39
Wed,25,32,36,44,49,38,31,41,41
Thur,25,36,43,57,49,43,47,51,49
Fri,21,29,31,44,48,49,50,58,37
Sat,3,13,11,15,15,12,13,2,2
Sun,26,34,32,31,48,35,33,42,40
Mon,4,17,16,19,23,18,13,16,7
Tue,24,34,30,31,51,33,32,43,39
Wed,26,32,38,45,47,34,32,35,40
Thur,28,40,48,57,46,44,46,53,44
Fri,24,27,31,39,50,48,51,58,39
Sat,5,11,12,14,16,11,14,5,1
Sun,25,31,35,32,45,32,33,41,40
Mon,7,16,18,17,23,16,14,15,4
Tue,24,32,32,29,49,33,33,43,38
Wed,24,32,35,36,43,34,33,35,39
Thur,27,38,48,51,45,42,45,57,52
Fri,23,27,29,41,48,49,52,54,39
Sat,6,12,11,15,15,11,14,3,1
Sun,29,32,36,35,46,34,33,39,40
Mon,6,12,18,18,23,17,13,16,5
Tue,29,30,34,33,48,33,32,38,38
Wed,26,35,35,43,48,36,31,36,39
Thur,26,36,45,58,45,45,45,51,47
Fri,19,30,34,42,46,48,51,50,38
Sat,6,9,11,15,16,13,14,4,2
Sun,24,32,31,33,45,32,31,36,40
Mon,6,17,18,19,21,17,13,16,5
Tue,25,33,33,35,51,34,31,43,38
Wed,25,35,36,37,50,36,31,41,39
Thur,26,40,40,54,51,45,45,55,51
Fri,24,29,30,46,50,48,50,59,37
Sat,7,11,12,15,15,11,14,4,4
Sun,27,28,30,36,50,33,32,35,40
Mon,4,12,17,18,22,16,12,18,6
Tue,25,32,34,37,45,32,32,36,40
Wed,26,32,38,43,46,38,33,35,40
Thur,25,35,45,55,51,43,45,58,52
Fri,20,29,27,48,51,51,51,55,40
Sat,4,11,12,14,17,13,14,6,4
Sun,24,28,30,38,45,34,31,43,40
Mon,7,14,15,19,21,17,14,18,6
Tue,25,33,34,31,44,32,31,37,40
Wed,26,35,36,41,49,38,32,39,42
Thur,25,38,44,49,50,43,45,53,46
Fri,23,30,29,48,49,49,50,59,38
Sat,4,13,14,14,15,12,13,2,3
Sun,24,29,35,30,51,33,32,34,38
Mon,4,16,15,17,21,16,14,16,5
Tue,24,34,33,36,50,34,31,37,40
Wed,26,33,38,37,50,33,32,36,39
Thur,26,36,43,55,45,44,45,56,52
Fri,24,29,33,42,48,48,50,57,38
Sat,5,11,11,17,15,14,14,4,1
Sun,25,33,34,37,48,32,31,39,37
Mon,8,15,18,17,23,17,14,17,7
Tue,24,32,32,38,44,32,31,41,37
Wed,24,33,36,43,44,37,33,38,41
Thur,27,37,44,55,50,43,47,57,52
Fri,24,27,31,47,46,50,51,59,38
Sat,6,9,12,13,15,13,13,3,3
Sun,27,33,37,35,51,33,31,37,37
Mon,5,14,15,20,22,18,14,15,6
Tue,27,31,29,38,44,32,32,34,39
Wed,24,32,35,38,50,36,33,43,40
Thur,27,36,42,54,49,42,47,53,51
Fri,23,25,26,42,52,48,50,57,40
Sat,7,13,11,17,17,12,13,4,1
Sun,26,33,37,31,48,35,31,35,37
Mon,9,14,16,19,21,18,13,18,4
Tue,24,33,34,37,51,33,32,43,39
Wed,25,33,37,41,49,37,34,36,39
Thur,26,35,40,54,50,43,47,53,48
Fri,20,28,32,47,46,48,50,52,40
Sat,4,11,13,15,17,13,14,6,3
Sun,27,29,31,38,44,33,33,41,37
Mon,7,17,17,17,21,18,14,15,7
Tue,28,29,31,35,44,32,31,40,39
Wed,26,33,38,36,49,33,31,34,39
Thur,26,39,45,52,49,45,46,55,51
Fri,21,29,30,42,46,50,50,50,39
Sat,2,11,12,13,16,12,12,6,4
Sun,28,28,34,36,47,32,33,39,37
Mon,5,13,18,17,23,15,14,17,5
Tue,25,30,29,33,45,32,31,34,40
Wed,25,35,36,39,48,35,33,34,41
Thur,28,34,48,51,48,42,46,49,45
Fri,24,26,26,47,50,50,50,52,40
Sat,7,9,11,17,16,11,14,6,4
Sun,29,28,29,31,47,32,33,42,37
Mon,9,13,18,21,23,18,13,18,4
Tue,27,29,36,35,46,33,31,36,37
Wed,25,32,36,42,49,38,33,42,41
Thur,26,38,48,52,49,45,45,53,51
Fri,22,24,35,47,47,50,51,59,38
Sat,5,12,13,16,16,11,12,3,4
Sun,27,29,33,32,44,32,32,34,39
Mon,4,16,15,21,23,16,13,19,7
Tue,28,32,32,34,46,34,33,36,38
Wed,25,33,37,43,45,36,34,39,42
Thur,26,39,43,53,49,43,47,55,49
Fri,21,24,27,44,49,51,51,54,39
Sat,6,9,14,16,16,14,14,4,2
Sun,27,34,38,30,47,34,31,39,40
Mon,8,16,16,19,21,17,14,19,7
Tue,25,28,34,34,46,33,31,40,37
Wed,25,36,35,39,43,36,33,36,42
Thur,25,34,46,49,47,43,46,55,50
Fri,19,26,28,47,49,48,50,55,38
Sat,2,12,14,17,16,12,14,5,4
Sun,29,29,29,37,45,32,32,42,37
Mon,6,13,15,17,21,15,14,16,6
Tue,28,32,35,34,46,32,33,39,37
Wed,26,35,37,40,46,36,33,34,41
Thur,28,38,44,54,50,42,45,51,46
Fri,20,25,31,45,50,48,51,52,38
Sat,7,10,11,17,17,11,14,6,2
Sun,26,34,30,34,49,32,31,38,37
Mon,5,12,16,20,21,18,13,18,7
Tue,26,34,33,38,45,33,32,43,37
Wed,25,32,36,44,49,34,32,38,40
Thur,25,35,39,51,47,43,47,50,44
Fri,24,26,35,45,52,48,50,59,37
Sat,5,11,14,16,17,11,12,4,3
Sun,28,34,31,34,44,35,32,42,40
Mon,7,14,17,17,21,15,12,19,6
Tue,28,31,33,38,51,35,32,34,40
Wed,25,35,38,39,43,35,34,36,40
Thur,29,36,46,55,51,42,47,53,44
Fri,22,24,27,44,52,49,50,52,37
Sat,6,10,11,16,15,14,14,5,2
Sun,26,29,33,29,50,34,31,40,38
Mon,6,16,17,17,22,16,13,17,7
Tue,24,31,37,32,44,34,32,34,40
Wed,26,36,35,45,48,37,34,36,42
Thur,25,36,47,50,48,42,47,54,48
Fri,22,29,34,42,45,48,52,56,38
Sat,7,9,13,13,17,11,12,3,2
Sun,27,33,38,29,47,35,31,39,39
Mon,5,12,15,17,21,17,14,16,4
Tue,24,31,30,31,46,34,33,39,37
Wed,25,35,38,41,47,36,32,39,40
Thur,25,38,45,54,48,45,46,58,45
Fri,22,28,34,47,46,48,50,59,38
Sat,7,9,14,17,15,12,14,5,4
Sun,27,28,36,34,46,34,31,36,37
Mon,4,12,17,19,22,15,14,16,4
Tue,27,29,29,32,48,34,32,42,37
Wed,24,32,34,44,48,34,32,34,39
Thur,29,36,48,52,45,43,46,50,49
Fri,24,25,35,41,51,50,51,59,40
Sat,5,11,11,17,16,14,14,4,2
Sun,26,33,37,37,51,35,31,39,40
Mon,4,17,17,19,23,15,12,18,6
Tue,28,33,32,38,45,34,33,35,37
Wed,24,36,38,42,47,35,31,42,39
Thur,26,39,39,51,50,45,46,55,53
Fri,22,24,35,41,49,48,51,52,40
Sat,7,11,13,16,17,14,14,3,3
Sun,26,33,37,34,44,32,32,43,39
Mon,7,17,16,19,22,15,12,18,7
Tue,24,31,29,33,48,34,33,37,38
Wed,24,36,38,43,49,36,33,37,40
Thur,28,37,40,55,47,42,45,55,51
Fri,23,30,34,42,52,50,51,50,37
Sat,2,8,12,17,17,11,14,5,4
Sun,25,30,30,37,49,34,32,34,37
Mon,5,17,17,18,23,18,14,15,7
Tue,29,33,33,33,49,32,32,38,39
Wed,26,32,37,41,45,36,33,35,42
Thur,26,37,44,58,50,44,46,57,47
Fri,19,27,28,47,49,51,50,52,38
Sat,2,13,11,14,16,14,13,6,3
Sun,25,30,32,32,48,33,32,39,38
Mon,8,12,15,18,22,17,13,16,7
Tue,24,30,35,38,51,35,33,36,38
Wed,26,35,35,40,46,34,33,39,40
Thur,26,39,47,55,45,45,46,56,48
Fri,22,27,32,44,45,49,52,52,38
Sat,2,9,12,13,15,14,14,5,4
Sun,25,30,30,33,50,34,33,35,39
Mon,6,13,18,18,23,18,14,18,5
Tue,26,28,30,36,51,35,31,39,40
Wed,24,35,37,42,49,38,33,41,42
Thur,29,37,40,53,50,45,46,58,49
Fri,20,29,35,47,51,51,52,59,39
Sat,4,11,11,14,15,14,13,5,1
Sun,24,29,29,35,48,32,32,34,40
Mon,8,13,18,17,21,18,13,19,6
Tue,24,30,30,37,50,35,32,42,38
Tue,24,32,31,38,47,35,32,42,39
Wed,26,36,38,43,47,36,31,40,39
Thur,28,35,47,51,47,45,45,58,44
Fri,23,30,30,46,50,51,52,50,40
Sat,5,10,13,15,17,12,12,5,2
Sun,25,33,31,35,47,33,32,43,38
Mon,8,16,18,18,22,16,13,18,4
Wed,24,32,37,39,45,37,34,40,42
Thur,25,35,40,51,49,42,46,52,45
Fri,21,29,26,46,46,51,50,55,38
Tue,25,34,37,33,47,35,33,40,40
Sat,4,8,12,16,15,13,14,4,3
Sun,26,29,36,38,47,33,31,37,38
Tue,26,33,37,38,46,32,31,39,38
Wed,26,32,35,40,50,38,34,38,41
Thur,25,36,40,52,51,42,45,54,47
Fri,19,27,35,48,46,51,52,54,40
Sat,6,11,13,17,17,13,14,6,3
Mon,8,15,16,18,21,16,14,15,7
Sun,24,29,32,33,44,33,33,38,37
Tue,29,31,33,38,49,34,33,38,38
Wed,25,35,34,41,46,34,34,42,39
Thur,28,36,44,54,49,42,47,54,53
Fri,21,27,31,45,52,48,52,57,40
Mon,8,17,15,21,22,18,13,17,5
Sat,3,12,13,16,15,11,12,5,3
Sun,27,28,36,30,46,34,33,35,38
Tue,28,34,34,38,45,32,33,42,38
Wed,24,36,37,43,49,34,31,38,39
Thur,28,38,44,56,47,45,47,58,51
Sat,4,10,11,17,16,14,14,5,2
Fri,23,24,34,46,51,48,50,57,37
Mon,4,14,17,19,21,17,13,17,5
Sun,24,29,37,31,50,33,31,35,37
Mon,7,17,18,18,22,18,13,19,5
Tue,27,28,34,31,46,35,32,40,38
Wed,24,36,35,37,43,38,34,37,39
Thur,26,39,45,58,47,44,45,51,50
Sat,5,10,11,17,15,13,14,2,3
Sun,24,33,36,32,45,34,32,41,40
Mon,4,16,16,19,23,16,14,16,6
Tue,24,28,30,34,48,33,32,43,38
Thur,27,34,41,56,47,45,46,53,45
Fri,23,26,27,45,49,51,51,54,40
Fri,20,25,28,43,47,48,50,50,38
Wed,25,34,38,40,47,37,31,41,41
Sat,3,8,13,14,16,11,13,5,3
Mon,5,12,17,18,23,16,14,17,6
Wed,25,33,38,36,49,35,31,43,40
Tue,26,34,32,37,49,34,32,38,37
Thur,24,36,46,58,44,45,46,49,46
Sat,2,9,14,14,16,11,13,4,2
Fri,22,27,26,43,52,48,51,54,37
Sun,29,28,31,36,48,32,32,37,38
Tue,29,28,38,31,46,34,31,43,37
Mon,6,13,17,21,23,18,12,16,6
Wed,25,35,38,36,45,38,33,34,42
Sun,24,33,35,36,48,32,31,39,37
Thur,26,37,40,57,44,42,45,58,46
Fri,23,24,30,47,47,51,50,53,39
Sat,7,13,12,14,17,13,12,3,4
Mon,6,12,18,17,22,16,12,15,6
Tue,28,31,38,32,46,32,32,39,38
Thur,28,36,43,56,51,43,45,55,45
Fri,21,26,27,46,49,49,52,58,38
Wed,25,36,36,45,47,33,33,40,42
Sat,6,8,11,16,17,13,12,6,3
Sun,29,31,32,33,46,35,31,43,39
Sun,24,31,36,34,47,35,32,42,39
Mon,8,16,18,17,22,16,13,16,4
Tue,29,33,32,32,46,34,31,42,40
Thur,28,38,39,57,44,43,47,53,44
Fri,20,30,26,39,46,49,51,52,39
Sat,6,12,14,17,17,11,14,5,3
Sun,24,28,37,34,47,33,31,36,40
